fips,name,state,price_current,price_prior,growth_pct,period_current,period_prior,homes_sold_current_3mo
42081,Lycoming County,PA,205813,180189,14.22,2026-03-31,2025-03-28,187
42083,McKean County,PA,143938,129841,10.86,2026-03-31,2025-03-28,40
42085,Mercer County,PA,165566,134101,23.46,2026-03-31,2025-03-28,137
42087,Mifflin County,PA,197790,134378,47.19,2026-03-31,2025-03-28,72
42089,Monroe County,PA,320300,306535,4.49,2026-03-31,2025-03-28,507
42091,Montgomery County,PA,444841,441177,0.83,2026-03-31,2025-03-28,1480
42095,Northampton County,PA,346509,335216,3.37,2026-03-31,2025-03-28,552
42097,Northumberland County,PA,134107,136206,-1.54,2026-03-31,2025-03-28,131
42099,Perry County,PA,254089,253582,0.2,2026-03-31,2025-03-28,103
42101,Philadelphia County,PA,270595,256199,5.62,2026-03-31,2025-03-28,2755
42103,Pike County,PA,315213,295894,6.53,2026-03-31,2025-03-28,233
42107,Schuylkill County,PA,160614,144043,11.5,2026-03-31,2025-03-28,293
42109,Snyder County,PA,270948,232657,16.46,2026-03-31,2025-03-28,33
42111,Somerset County,PA,164402,184073,-10.69,2026-03-31,2025-03-28,90
42115,Susquehanna County,PA,298143,205954,44.76,2026-03-31,2025-03-28,42
42117,Tioga County,PA,212990,174102,22.34,2026-03-31,2025-03-28,58
42119,Union County,PA,326023,281354,15.88,2026-03-31,2025-03-28,43
42121,Venango County,PA,134559,125404,7.3,2026-03-31,2025-03-28,59
42125,Washington County,PA,256447,226558,13.19,2026-03-31,2025-03-28,394
42127,Wayne County,PA,295038,311903,-5.41,2026-03-31,2025-03-28,148
42129,Westmoreland County,PA,218550,208439,4.85,2026-03-31,2025-03-28,654
42131,Wyoming County,PA,304844,173745,75.45,2026-03-31,2025-03-28,32
42133,York County,PA,292988,273035,7.31,2026-03-31,2025-03-28,1184
44001,Bristol County,RI,665271,653130,1.86,2026-03-31,2025-03-28,59
44003,Kent County,RI,441348,421609,4.68,2026-03-31,2025-03-28,419
44005,Newport County,RI,743609,739493,0.56,2026-03-31,2025-03-28,165
44007,Providence County,RI,486961,449962,8.22,2026-03-31,2025-03-28,985
44009,Washington County,RI,609458,631962,-3.56,2026-03-31,2025-03-28,266
45001,Abbeville County,SC,313288,221689,41.32,2026-03-31,2025-03-28,33
45003,Aiken County,SC,300826,281744,6.77,2026-03-31,2025-03-28,604
45007,Anderson County,SC,305320,307414,-0.68,2026-03-31,2025-03-28,578
45013,Beaufort County,SC,584214,596199,-2.01,2026-03-31,2025-03-28,1117
45015,Berkeley County,SC,408372,393061,3.9,2026-03-31,2025-03-28,1222
45019,Charleston County,SC,646011,629378,2.64,2026-03-31,2025-03-28,1729
45021,Cherokee County,SC,236054,244137,-3.31,2026-03-31,2025-03-28,87
45023,Chester County,SC,278626,284183,-1.96,2026-03-31,2025-03-28,86
45025,Chesterfield County,SC,259017,218778,18.39,2026-03-31,2025-03-28,58
45027,Clarendon County,SC,273873,298252,-8.17,2026-03-31,2025-03-28,51
45029,Colleton County,SC,382958,379060,1.03,2026-03-31,2025-03-28,71
45031,Darlington County,SC,242340,202345,19.77,2026-03-31,2025-03-28,122
45035,Dorchester County,SC,372166,369122,0.82,2026-03-31,2025-03-28,733
45037,Edgefield County,SC,352947,336620,4.85,2026-03-31,2025-03-28,76
45041,Florence County,SC,279082,227383,22.74,2026-03-31,2025-03-28,244
45043,Georgetown County,SC,511735,423782,20.75,2026-03-31,2025-03-28,257
45045,Greenville County,SC,358770,345832,3.74,2026-03-31,2025-03-28,1624
45047,Greenwood County,SC,273850,267295,2.45,2026-03-31,2025-03-28,147
45051,Horry County,SC,318051,324422,-1.96,2026-03-31,2025-03-28,3017
45053,Jasper County,SC,424304,462265,-8.21,2026-03-31,2025-03-28,253
45057,Lancaster County,SC,444974,424725,4.77,2026-03-31,2025-03-28,385
45059,Laurens County,SC,289404,296392,-2.36,2026-03-31,2025-03-28,216
45067,Marion County,SC,183929,158256,16.22,2026-03-31,2025-03-28,48
45071,Newberry County,SC,297197,244141,21.73,2026-03-31,2025-03-28,70
45073,Oconee County,SC,322466,364867,-11.62,2026-03-31,2025-03-28,208
45075,Orangeburg County,SC,221377,218719,1.22,2026-03-31,2025-03-28,118
45077,Pickens County,SC,331397,325807,1.72,2026-03-31,2025-03-28,343
45083,Spartanburg County,SC,288273,286158,0.74,2026-03-31,2025-03-28,1329
45085,Sumter County,SC,249194,236319,5.45,2026-03-31,2025-03-28,273
45087,Union County,SC,194702,208727,-6.72,2026-03-31,2025-03-28,33
45091,York County,SC,397522,388178,2.41,2026-03-31,2025-03-28,855
46013,Brown County,SD,215247,245730,-12.41,2026-03-31,2025-03-28,73
46029,Codington County,SD,281469,239620,17.46,2026-03-31,2025-03-28,58
46035,Davison County,SD,260556,215605,20.85,2026-03-31,2025-03-28,36
46081,Lawrence County,SD,486052,543161,-10.51,2026-03-31,2025-03-28,77
46083,Lincoln County,SD,364206,358331,1.64,2026-03-31,2025-03-28,189
46093,Meade County,SD,355434,419535,-15.28,2026-03-31,2025-03-28,53
46099,Minnehaha County,SD,321777,310118,3.76,2026-03-31,2025-03-28,470
46103,Pennington County,SD,347449,344576,0.83,2026-03-31,2025-03-28,326
46135,Yankton County,SD,254202,243537,4.38,2026-03-31,2025-03-28,59
47001,Anderson County,TN,360888,317474,13.67,2026-03-31,2025-03-28,207
47003,Bedford County,TN,347731,331351,4.94,2026-03-31,2025-03-28,138
47005,Benton County,TN,220458,253846,-13.15,2026-03-31,2025-03-28,36
47009,Blount County,TN,393705,395207,-0.38,2026-03-31,2025-03-28,398
47011,Bradley County,TN,325781,299630,8.73,2026-03-31,2025-03-28,351
47013,Campbell County,TN,322757,240157,34.39,2026-03-31,2025-03-28,70
47015,Cannon County,TN,315406,344968,-8.57,2026-03-31,2025-03-28,32
47017,Carroll County,TN,218469,204087,7.05,2026-03-31,2025-03-28,45
47019,Carter County,TN,259989,259200,0.3,2026-03-31,2025-03-28,122
47021,Cheatham County,TN,409649,407369,0.56,2026-03-31,2025-03-28,115
47025,Claiborne County,TN,259047,264535,-2.07,2026-03-31,2025-03-28,43
47029,Cocke County,TN,279342,245294,13.88,2026-03-31,2025-03-28,57
47031,Coffee County,TN,311191,324366,-4.06,2026-03-31,2025-03-28,174
47035,Cumberland County,TN,330141,355769,-7.2,2026-03-31,2025-03-28,221
47037,Davidson County,TN,466068,470224,-0.88,2026-03-31,2025-03-28,2055
47041,DeKalb County,TN,350273,350807,-0.15,2026-03-31,2025-03-28,75
47043,Dickson County,TN,354751,375176,-5.44,2026-03-31,2025-03-28,177
47045,Dyer County,TN,157998,195293,-19.1,2026-03-31,2025-03-28,75
47047,Fayette County,TN,418491,386569,8.26,2026-03-31,2025-03-28,133
47049,Fentress County,TN,304685,234843,29.74,2026-03-31,2025-03-28,54
47051,Franklin County,TN,300614,313559,-4.13,2026-03-31,2025-03-28,149
47053,Gibson County,TN,202783,205508,-1.33,2026-03-31,2025-03-28,103
47055,Giles County,TN,250531,279168,-10.26,2026-03-31,2025-03-28,81
47057,Grainger County,TN,387077,354392,9.22,2026-03-31,2025-03-28,39
47059,Greene County,TN,291773,277304,5.22,2026-03-31,2025-03-28,187
47063,Hamblen County,TN,314459,294007,6.96,2026-03-31,2025-03-28,167
47071,Hardin County,TN,251381,216937,15.88,2026-03-31,2025-03-28,67
47073,Hawkins County,TN,251226,250510,0.29,2026-03-31,2025-03-28,106
47077,Henderson County,TN,245585,238500,2.97,2026-03-31,2025-03-28,41
47079,Henry County,TN,205862,238310,-13.62,2026-03-31,2025-03-28,58
47081,Hickman County,TN,307176,322400,-4.72,2026-03-31,2025-03-28,44
47085,Humphreys County,TN,313809,234528,33.8,2026-03-31,2025-03-28,45
47089,Jefferson County,TN,358301,342318,4.67,2026-03-31,2025-03-28,140
47091,Johnson County,TN,257500,246176,4.6,2026-03-31,2025-03-28,36
47093,Knox County,TN,389188,391471,-0.58,2026-03-31,2025-03-28,1590
47099,Lawrence County,TN,275419,261326,5.39,2026-03-31,2025-03-28,74
47103,Lincoln County,TN,266679,296983,-10.2,2026-03-31,2025-03-28,84
47105,Loudon County,TN,501466,470664,6.54,2026-03-31,2025-03-28,228
47107,McMinn County,TN,266922,278519,-4.16,2026-03-31,2025-03-28,144
47109,McNairy County,TN,194149,252882,-23.23,2026-03-31,2025-03-28,43
47111,Macon County,TN,303418,274305,10.61,2026-03-31,2025-03-28,55
47113,Madison County,TN,276345,260800,5.96,2026-03-31,2025-03-28,248
47117,Marshall County,TN,319472,312666,2.18,2026-03-31,2025-03-28,143
47119,Maury County,TN,427130,427641,-0.12,2026-03-31,2025-03-28,437
47123,Monroe County,TN,317588,351971,-9.77,2026-03-31,2025-03-28,136
47125,Montgomery County,TN,326629,317755,2.79,2026-03-31,2025-03-28,914
47131,Obion County,TN,201526,176885,13.93,2026-03-31,2025-03-28,38
47133,Overton County,TN,322863,263196,22.67,2026-03-31,2025-03-28,41
47139,Polk County,TN,307541,338306,-9.09,2026-03-31,2025-03-28,37
47141,Putnam County,TN,355799,329445,8.0,2026-03-31,2025-03-28,182
47143,Rhea County,TN,300330,319514,-6.0,2026-03-31,2025-03-28,64
47145,Roane County,TN,357827,333104,7.42,2026-03-31,2025-03-28,180
47147,Robertson County,TN,369451,357646,3.3,2026-03-31,2025-03-28,251
47149,Rutherford County,TN,423680,418622,1.21,2026-03-31,2025-03-28,1094
47155,Sevier County,TN,475853,498847,-4.61,2026-03-31,2025-03-28,440
47157,Shelby County,TN,261527,244908,6.79,2026-03-31,2025-03-28,1792
47159,Smith County,TN,323262,321536,0.54,2026-03-31,2025-03-28,61
47163,Sullivan County,TN,260927,276385,-5.59,2026-03-31,2025-03-28,550
47165,Sumner County,TN,441163,427939,3.09,2026-03-31,2025-03-28,700
47167,Tipton County,TN,309843,290435,6.68,2026-03-31,2025-03-28,102
47171,Unicoi County,TN,266667,297500,-10.36,2026-03-31,2025-03-28,33
47173,Union County,TN,319388,302742,5.5,2026-03-31,2025-03-28,41
47177,Warren County,TN,270694,279208,-3.05,2026-03-31,2025-03-28,119
47179,Washington County,TN,352359,327374,7.63,2026-03-31,2025-03-28,427
47183,Weakley County,TN,197768,182157,8.57,2026-03-31,2025-03-28,56
47185,White County,TN,322019,274816,17.18,2026-03-31,2025-03-28,74
47187,Williamson County,TN,941328,864855,8.84,2026-03-31,2025-03-28,893
47189,Wilson County,TN,487648,486844,0.17,2026-03-31,2025-03-28,638
48001,Anderson County,TX,246769,194493,26.88,2026-03-31,2025-03-28,78
48005,Angelina County,TX,237793,287458,-17.28,2026-03-31,2025-03-28,41
48007,Aransas County,TX,339002,323515,4.79,2026-03-31,2025-03-28,133
48013,Atascosa County,TX,217252,232950,-6.74,2026-03-31,2025-03-28,113
48015,Austin County,TX,383028,307425,24.59,2026-03-31,2025-03-28,67
48019,Bandera County,TX,502429,358800,40.03,2026-03-31,2025-03-28,35
48021,Bastrop County,TX,336790,352282,-4.4,2026-03-31,2025-03-28,257
48027,Bell County,TX,270792,275247,-1.62,2026-03-31,2025-03-28,1002
48029,Bexar County,TX,287696,282744,1.75,2026-03-31,2025-03-28,4827
48035,Bosque County,TX,220838,232059,-4.84,2026-03-31,2025-03-28,37
48037,Bowie County,TX,216937,214673,1.06,2026-03-31,2025-03-28,171
48039,Brazoria County,TX,335913,335438,0.14,2026-03-31,2025-03-28,1078
48041,Brazos County,TX,328344,321670,2.07,2026-03-31,2025-03-28,638
48049,Brown County,TX,197330,216237,-8.74,2026-03-31,2025-03-28,105
48053,Burnet County,TX,396884,364551,8.87,2026-03-31,2025-03-28,190
48055,Caldwell County,TX,249142,307006,-18.85,2026-03-31,2025-03-28,121
48061,Cameron County,TX,262239,268497,-2.33,2026-03-31,2025-03-28,610
48071,Chambers County,TX,348613,353806,-1.47,2026-03-31,2025-03-28,178
48073,Cherokee County,TX,219029,229415,-4.53,2026-03-31,2025-03-28,73
48085,Collin County,TX,436532,470442,-7.21,2026-03-31,2025-03-28,3528
48091,Comal County,TX,429734,410462,4.7,2026-03-31,2025-03-28,689
48097,Cooke County,TX,326759,341371,-4.28,2026-03-31,2025-03-28,97
48099,Coryell County,TX,234713,243648,-3.67,2026-03-31,2025-03-28,143
48113,Dallas County,TX,360513,365978,-1.49,2026-03-31,2025-03-28,4145
48121,Denton County,TX,425574,446970,-4.79,2026-03-31,2025-03-28,2883
48139,Ellis County,TX,426906,400126,6.69,2026-03-31,2025-03-28,730
48141,El Paso County,TX,273490,264981,3.21,2026-03-31,2025-03-28,2004
48143,Erath County,TX,339723,345349,-1.63,2026-03-31,2025-03-28,83
48147,Fannin County,TX,254737,244069,4.37,2026-03-31,2025-03-28,76
48149,Fayette County,TX,265148,349889,-24.22,2026-03-31,2025-03-28,39
48157,Fort Bend County,TX,375797,374994,0.21,2026-03-31,2025-03-28,2472
48167,Galveston County,TX,337738,336285,0.43,2026-03-31,2025-03-28,1190
48171,Gillespie County,TX,493221,446994,10.34,2026-03-31,2025-03-28,74
48179,Gray County,TX,150728,142206,5.99,2026-03-31,2025-03-28,43
48181,Grayson County,TX,307519,312393,-1.56,2026-03-31,2025-03-28,492
48183,Gregg County,TX,273564,260840,4.88,2026-03-31,2025-03-28,234
48185,Grimes County,TX,391173,287388,36.11,2026-03-31,2025-03-28,45
48187,Guadalupe County,TX,282369,290002,-2.63,2026-03-31,2025-03-28,863
48199,Hardin County,TX,275459,251968,9.32,2026-03-31,2025-03-28,116
48201,Harris County,TX,311217,320985,-3.04,2026-03-31,2025-03-28,9553
48203,Harrison County,TX,270005,273238,-1.18,2026-03-31,2025-03-28,124
48209,Hays County,TX,360687,373199,-3.35,2026-03-31,2025-03-28,988
48213,Henderson County,TX,271483,286537,-5.25,2026-03-31,2025-03-28,179
48215,Hidalgo County,TX,253585,248386,2.09,2026-03-31,2025-03-28,1069
48217,Hill County,TX,269229,253828,6.07,2026-03-31,2025-03-28,80
48219,Hockley County,TX,186250,229436,-18.82,2026-03-31,2025-03-28,38
48221,Hood County,TX,339267,355419,-4.54,2026-03-31,2025-03-28,242
48223,Hopkins County,TX,266638,267486,-0.32,2026-03-31,2025-03-28,58
48231,Hunt County,TX,285833,292316,-2.22,2026-03-31,2025-03-28,329
48233,Hutchinson County,TX,171439,136419,25.67,2026-03-31,2025-03-28,46
48245,Jefferson County,TX,205977,208188,-1.06,2026-03-31,2025-03-28,451
48251,Johnson County,TX,336696,356321,-5.51,2026-03-31,2025-03-28,619
48257,Kaufman County,TX,301268,319760,-5.78,2026-03-31,2025-03-28,660
48259,Kendall County,TX,586221,536598,9.25,2026-03-31,2025-03-28,158
48265,Kerr County,TX,322600,359996,-10.39,2026-03-31,2025-03-28,115
48277,Lamar County,TX,208723,183318,13.86,2026-03-31,2025-03-28,101
48281,Lampasas County,TX,292823,296986,-1.4,2026-03-31,2025-03-28,56
48291,Liberty County,TX,279659,275719,1.43,2026-03-31,2025-03-28,248
48299,Llano County,TX,446495,689387,-35.23,2026-03-31,2025-03-28,107
48303,Lubbock County,TX,243823,241823,0.83,2026-03-31,2025-03-28,1072
48309,McLennan County,TX,287076,281454,2.0,2026-03-31,2025-03-28,557
48321,Matagorda County,TX,237098,201448,17.7,2026-03-31,2025-03-28,75
48323,Maverick County,TX,275790,243208,13.4,2026-03-31,2025-03-28,39
48325,Medina County,TX,356310,349764,1.87,2026-03-31,2025-03-28,197
48331,Milam County,TX,203667,253708,-19.72,2026-03-31,2025-03-28,42
48337,Montague County,TX,234545,288971,-18.83,2026-03-31,2025-03-28,44
48339,Montgomery County,TX,332553,316024,5.23,2026-03-31,2025-03-28,2993
48341,Moore County,TX,208673,185902,12.25,2026-03-31,2025-03-28,49
48349,Navarro County,TX,248673,225573,10.24,2026-03-31,2025-03-28,81
48361,Orange County,TX,208745,215248,-3.02,2026-03-31,2025-03-28,220
48363,Palo Pinto County,TX,315631,428300,-26.31,2026-03-31,2025-03-28,65
48367,Parker County,TX,467092,438951,6.41,2026-03-31,2025-03-28,594
48373,Polk County,TX,215244,211434,1.8,2026-03-31,2025-03-28,70
48375,Potter County,TX,202407,177182,14.24,2026-03-31,2025-03-28,207
48381,Randall County,TX,275928,267356,3.21,2026-03-31,2025-03-28,482
48397,Rockwall County,TX,424946,414471,2.53,2026-03-31,2025-03-28,504
48401,Rusk County,TX,263110,239245,9.97,2026-03-31,2025-03-28,80
48407,San Jacinto County,TX,303578,269578,12.61,2026-03-31,2025-03-28,45
48423,Smith County,TX,323872,319105,1.49,2026-03-31,2025-03-28,535
48439,Tarrant County,TX,344978,345479,-0.14,2026-03-31,2025-03-28,4475
48441,Taylor County,TX,252693,244534,3.34,2026-03-31,2025-03-28,508
48451,Tom Green County,TX,260688,258132,0.99,2026-03-31,2025-03-28,311
48453,Travis County,TX,484469,505633,-4.19,2026-03-31,2025-03-28,2918
48459,Upshur County,TX,220326,231324,-4.75,2026-03-31,2025-03-28,65
48465,Val Verde County,TX,253157,256955,-1.48,2026-03-31,2025-03-28,70
48467,Van Zandt County,TX,286181,278138,2.89,2026-03-31,2025-03-28,93
48469,Victoria County,TX,236289,250981,-5.85,2026-03-31,2025-03-28,149
48471,Walker County,TX,268810,259441,3.61,2026-03-31,2025-03-28,110
48473,Waller County,TX,322263,345498,-6.73,2026-03-31,2025-03-28,423
48477,Washington County,TX,309878,331576,-6.54,2026-03-31,2025-03-28,65
48479,Webb County,TX,248379,253990,-2.21,2026-03-31,2025-03-28,211
48481,Wharton County,TX,185742,217063,-14.43,2026-03-31,2025-03-28,49
48485,Wichita County,TX,203166,189293,7.33,2026-03-31,2025-03-28,330
48491,Williamson County,TX,402861,412115,-2.25,2026-03-31,2025-03-28,2170
48493,Wilson County,TX,332657,423725,-21.49,2026-03-31,2025-03-28,154
48497,Wise County,TX,357246,377620,-5.4,2026-03-31,2025-03-28,266
48499,Wood County,TX,270111,275229,-1.86,2026-03-31,2025-03-28,132
49003,Box Elder County,UT,432565,409372,5.67,2026-03-31,2025-03-28,154
49005,Cache County,UT,441483,424565,3.98,2026-03-31,2025-03-28,256
49007,Carbon County,UT,284339,264491,7.5,2026-03-31,2025-03-28,61
49011,Davis County,UT,517901,522940,-0.96,2026-03-31,2025-03-28,761
49013,Duchesne County,UT,375333,335174,11.98,2026-03-31,2025-03-28,30
49021,Iron County,UT,423109,399800,5.83,2026-03-31,2025-03-28,230
49029,Morgan County,UT,832647,610968,36.28,2026-03-31,2025-03-28,34
49035,Salt Lake County,UT,553024,530418,4.26,2026-03-31,2025-03-28,2486
49039,Sanpete County,UT,386530,380825,1.5,2026-03-31,2025-03-28,47
49041,Sevier County,UT,334774,313600,6.75,2026-03-31,2025-03-28,62
49043,Summit County,UT,1778839,1753837,1.43,2026-03-31,2025-03-28,267
49045,Tooele County,UT,459202,460092,-0.19,2026-03-31,2025-03-28,301
49047,Uintah County,UT,371340,343409,8.13,2026-03-31,2025-03-28,78
49049,Utah County,UT,521294,509939,2.23,2026-03-31,2025-03-28,1871
49051,Wasatch County,UT,1338673,1219105,9.81,2026-03-31,2025-03-28,204
49053,Washington County,UT,544625,536074,1.6,2026-03-31,2025-03-28,554
49057,Weber County,UT,442468,436038,1.47,2026-03-31,2025-03-28,778
50001,Addison County,VT,441442,442808,-0.31,2026-03-31,2025-03-28,52
50003,Bennington County,VT,388532,402443,-3.46,2026-03-31,2025-03-28,77
50005,Caledonia County,VT,292668,328281,-10.85,2026-03-31,2025-03-28,56
50007,Chittenden County,VT,485730,493202,-1.51,2026-03-31,2025-03-28,275
50011,Franklin County,VT,347955,361797,-3.83,2026-03-31,2025-03-28,86
50015,Lamoille County,VT,620960,413969,50.0,2026-03-31,2025-03-28,56
50017,Orange County,VT,334750,328917,1.77,2026-03-31,2025-03-28,40
50019,Orleans County,VT,288031,290750,-0.94,2026-03-31,2025-03-28,64
50021,Rutland County,VT,301993,327017,-7.65,2026-03-31,2025-03-28,142
50023,Washington County,VT,392033,391855,0.05,2026-03-31,2025-03-28,105
50025,Windham County,VT,451390,389691,15.83,2026-03-31,2025-03-28,123
50027,Windsor County,VT,471398,387299,21.71,2026-03-31,2025-03-28,147
51001,Accomack County,VA,374674,278324,34.62,2026-03-31,2025-03-28,92
51003,Albemarle County,VA,535163,524378,2.06,2026-03-31,2025-03-28,334
51005,Alleghany County,VA,143026,148667,-3.79,2026-03-31,2025-03-28,38
51009,Amherst County,VA,299233,262993,13.78,2026-03-31,2025-03-28,75
51011,Appomattox County,VA,287741,295951,-2.77,2026-03-31,2025-03-28,34
51013,Arlington County,VA,752805,732034,2.84,2026-03-31,2025-03-28,451
51015,Augusta County,VA,333092,306665,8.62,2026-03-31,2025-03-28,322
51019,Bedford County,VA,383918,399901,-4.0,2026-03-31,2025-03-28,243
51023,Botetourt County,VA,373072,383012,-2.6,2026-03-31,2025-03-28,75
51029,Buckingham County,VA,243083,281862,-13.76,2026-03-31,2025-03-28,30
51031,Campbell County,VA,273871,305353,-10.31,2026-03-31,2025-03-28,134
51033,Caroline County,VA,362638,379227,-4.37,2026-03-31,2025-03-28,105
51035,Carroll County,VA,229553,239179,-4.02,2026-03-31,2025-03-28,47
51041,Chesterfield County,VA,418435,406773,2.87,2026-03-31,2025-03-28,1174
51047,Culpeper County,VA,507325,527789,-3.88,2026-03-31,2025-03-28,129
51053,Dinwiddie County,VA,307869,264269,16.5,2026-03-31,2025-03-28,61
51059,Fairfax County,VA,723932,742866,-2.55,2026-03-31,2025-03-28,2309
51061,Fauquier County,VA,674297,685726,-1.67,2026-03-31,2025-03-28,192
51065,Fluvanna County,VA,349922,367534,-4.79,2026-03-31,2025-03-28,81
51067,Franklin County,VA,456018,397898,14.61,2026-03-31,2025-03-28,109
51069,Frederick County,VA,400564,424275,-5.59,2026-03-31,2025-03-28,383
51073,Gloucester County,VA,426412,336450,26.74,2026-03-31,2025-03-28,88
51075,Goochland County,VA,821496,640396,28.28,2026-03-31,2025-03-28,92
51079,Greene County,VA,399034,447196,-10.77,2026-03-31,2025-03-28,75
51083,Halifax County,VA,218097,181509,20.16,2026-03-31,2025-03-28,36
51085,Hanover County,VA,476885,442365,7.8,2026-03-31,2025-03-28,275
51087,Henrico County,VA,385052,394286,-2.34,2026-03-31,2025-03-28,825
51089,Henry County,VA,167695,157158,6.7,2026-03-31,2025-03-28,130
51093,Isle of Wight County,VA,412951,425570,-2.97,2026-03-31,2025-03-28,135
51095,James City County,VA,483479,456545,5.9,2026-03-31,2025-03-28,259
51099,King George County,VA,489985,487971,0.41,2026-03-31,2025-03-28,68
51101,King William County,VA,366280,353682,3.56,2026-03-31,2025-03-28,61
51103,Lancaster County,VA,391459,305666,28.07,2026-03-31,2025-03-28,39
51107,Loudoun County,VA,744794,762042,-2.26,2026-03-31,2025-03-28,927
51109,Louisa County,VA,457975,375478,21.97,2026-03-31,2025-03-28,169
51117,Mecklenburg County,VA,234964,321017,-26.81,2026-03-31,2025-03-28,64
51119,Middlesex County,VA,484027,363259,33.25,2026-03-31,2025-03-28,37
51121,Montgomery County,VA,341322,381528,-10.54,2026-03-31,2025-03-28,146
51125,Nelson County,VA,415880,446806,-6.92,2026-03-31,2025-03-28,50
51127,New Kent County,VA,443391,445638,-0.5,2026-03-31,2025-03-28,108
51133,Northumberland County,VA,363136,407188,-10.82,2026-03-31,2025-03-28,48
51137,Orange County,VA,400701,413623,-3.12,2026-03-31,2025-03-28,145
51139,Page County,VA,308466,281670,9.51,2026-03-31,2025-03-28,58
51143,Pittsylvania County,VA,200646,207333,-3.23,2026-03-31,2025-03-28,106
51145,Powhatan County,VA,526829,486225,8.35,2026-03-31,2025-03-28,82
51147,Prince Edward County,VA,263983,239658,10.15,2026-03-31,2025-03-28,59
51149,Prince George County,VA,349652,352533,-0.82,2026-03-31,2025-03-28,90
51153,Prince William County,VA,561152,532345,5.41,2026-03-31,2025-03-28,1157
51155,Pulaski County,VA,228069,202812,12.45,2026-03-31,2025-03-28,81
51161,Roanoke County,VA,268629,276720,-2.92,2026-03-31,2025-03-28,574
51163,Rockbridge County,VA,279538,307859,-9.2,2026-03-31,2025-03-28,61
51165,Rockingham County,VA,336956,339484,-0.74,2026-03-31,2025-03-28,293
51169,Scott County,VA,175143,176819,-0.95,2026-03-31,2025-03-28,35
51171,Shenandoah County,VA,324238,333178,-2.68,2026-03-31,2025-03-28,133
51173,Smyth County,VA,146190,184297,-20.68,2026-03-31,2025-03-28,42
51175,Southampton County,VA,327500,328495,-0.3,2026-03-31,2025-03-28,34
51177,Spotsylvania County,VA,468470,457236,2.46,2026-03-31,2025-03-28,399
51179,Stafford County,VA,538921,542745,-0.7,2026-03-31,2025-03-28,407
51185,Tazewell County,VA,172000,132111,30.19,2026-03-31,2025-03-28,44
51187,Warren County,VA,389264,398095,-2.22,2026-03-31,2025-03-28,121
51191,Washington County,VA,290439,267512,8.57,2026-03-31,2025-03-28,82
51193,Westmoreland County,VA,333134,324504,2.66,2026-03-31,2025-03-28,81
51195,Wise County,VA,136941,148908,-8.04,2026-03-31,2025-03-28,49
51197,Wythe County,VA,229534,262698,-12.62,2026-03-31,2025-03-28,58
51199,York County,VA,451322,443810,1.69,2026-03-31,2025-03-28,186
51510,Alexandria,VA,634777,703976,-9.83,2026-03-31,2025-03-28,414
51520,Bristol,VA,220908,189068,16.84,2026-03-31,2025-03-28,58
51540,Charlottesville,VA,511124,485565,5.26,2026-03-31,2025-03-28,89
51550,Chesapeake,VA,410492,387991,5.8,2026-03-31,2025-03-28,798
51570,Colonial Heights,VA,304660,287057,6.13,2026-03-31,2025-03-28,48
51590,Danville,VA,135688,152255,-10.88,2026-03-31,2025-03-28,77
51600,Fairfax City County,VA,713817,860310,-17.03,2026-03-31,2025-03-28,59
51620,Franklin City County,VA,261007,243000,7.41,2026-03-31,2025-03-28,33
51630,Fredericksburg,VA,484009,513412,-5.73,2026-03-31,2025-03-28,53
51650,Hampton,VA,290942,277317,4.91,2026-03-31,2025-03-28,420
51660,Harrisonburg,VA,301086,314000,-4.11,2026-03-31,2025-03-28,64
51670,Hopewell,VA,242970,230933,5.21,2026-03-31,2025-03-28,67
51680,Lynchburg,VA,264088,258600,2.12,2026-03-31,2025-03-28,232
51683,Manassas,VA,492217,487472,0.97,2026-03-31,2025-03-28,94
51685,Manassas Park,VA,477394,468749,1.84,2026-03-31,2025-03-28,39
51700,Newport News,VA,287478,276603,3.93,2026-03-31,2025-03-28,465
51710,Norfolk,VA,319446,310394,2.92,2026-03-31,2025-03-28,661
51730,Petersburg,VA,227723,217371,4.76,2026-03-31,2025-03-28,112
51735,Poquoson,VA,513466,489744,4.84,2026-03-31,2025-03-28,51
51740,Portsmouth,VA,274487,270168,1.6,2026-03-31,2025-03-28,394
51760,Richmond City County,VA,395054,386662,2.17,2026-03-31,2025-03-28,558
51770,Roanoke City County,VA,211102,228969,-7.8,2026-03-31,2025-03-28,275
51775,Salem,VA,287674,271787,5.85,2026-03-31,2025-03-28,46
51790,Staunton,VA,279499,267174,4.61,2026-03-31,2025-03-28,81
51800,Suffolk,VA,383009,388774,-1.48,2026-03-31,2025-03-28,383
51810,Virginia Beach,VA,396335,387457,2.29,2026-03-31,2025-03-28,1292
51820,Waynesboro,VA,307750,273428,12.55,2026-03-31,2025-03-28,84
51840,Winchester,VA,368471,387752,-4.97,2026-03-31,2025-03-28,71
53003,Asotin County,WA,366216,339566,7.85,2026-03-31,2025-03-28,51
53005,Benton County,WA,453607,431087,5.22,2026-03-31,2025-03-28,576
53007,Chelan County,WA,553925,536293,3.29,2026-03-31,2025-03-28,153
53009,Clallam County,WA,509601,499199,2.08,2026-03-31,2025-03-28,206
53011,Clark County,WA,553500,536774,3.12,2026-03-31,2025-03-28,1380
53015,Cowlitz County,WA,417807,429278,-2.67,2026-03-31,2025-03-28,276
