fips,name,state,price_current,price_prior,growth_pct,period_current,period_prior,homes_sold_current_3mo
32031,Washoe County,NV,554665,542650,2.21,2026-03-31,2025-03-28,1321
32510,Carson City,NV,509692,535122,-4.75,2026-03-31,2025-03-28,131
33001,Belknap County,NH,484571,462283,4.82,2026-03-31,2025-03-28,163
33003,Carroll County,NH,512755,495985,3.38,2026-03-31,2025-03-28,192
33005,Cheshire County,NH,383749,366855,4.61,2026-03-31,2025-03-28,126
33007,Coos County,NH,216440,239581,-9.66,2026-03-31,2025-03-28,91
33009,Grafton County,NH,438525,421481,4.04,2026-03-31,2025-03-28,200
33011,Hillsborough County,NH,500332,503804,-0.69,2026-03-31,2025-03-28,800
33013,Merrimack County,NH,452397,458356,-1.3,2026-03-31,2025-03-28,292
33015,Rockingham County,NH,609571,616697,-1.16,2026-03-31,2025-03-28,705
33017,Strafford County,NH,476759,467545,1.97,2026-03-31,2025-03-28,260
33019,Sullivan County,NH,363920,356571,2.06,2026-03-31,2025-03-28,83
34001,Atlantic County,NJ,379996,343425,10.65,2026-03-31,2025-03-28,639
34003,Bergen County,NJ,733501,740466,-0.94,2026-03-31,2025-03-28,1301
34005,Burlington County,NJ,383962,373840,2.71,2026-03-31,2025-03-28,1027
34007,Camden County,NJ,348942,331885,5.14,2026-03-31,2025-03-28,1109
34009,Cape May County,NJ,801269,704146,13.79,2026-03-31,2025-03-28,520
34011,Cumberland County,NJ,263860,264113,-0.1,2026-03-31,2025-03-28,265
34013,Essex County,NJ,664634,623947,6.52,2026-03-31,2025-03-28,1012
34015,Gloucester County,NJ,364341,342383,6.41,2026-03-31,2025-03-28,663
34017,Hudson County,NJ,711007,669563,6.19,2026-03-31,2025-03-28,879
34019,Hunterdon County,NJ,551791,520097,6.09,2026-03-31,2025-03-28,230
34021,Mercer County,NJ,446223,410264,8.76,2026-03-31,2025-03-28,610
34023,Middlesex County,NJ,535623,520807,2.84,2026-03-31,2025-03-28,1204
34025,Monmouth County,NJ,702526,673295,4.34,2026-03-31,2025-03-28,1269
34027,Morris County,NJ,657605,628938,4.56,2026-03-31,2025-03-28,814
34029,Ocean County,NJ,466430,473494,-1.49,2026-03-31,2025-03-28,1891
34031,Passaic County,NJ,597106,561659,6.31,2026-03-31,2025-03-28,548
34033,Salem County,NJ,255125,247048,3.27,2026-03-31,2025-03-28,159
34035,Somerset County,NJ,566939,522219,8.56,2026-03-31,2025-03-28,575
34037,Sussex County,NJ,404183,407814,-0.89,2026-03-31,2025-03-28,394
34039,Union County,NJ,644329,631868,1.97,2026-03-31,2025-03-28,712
34041,Warren County,NJ,389689,396890,-1.81,2026-03-31,2025-03-28,238
35005,Chaves County,NM,229217,187034,22.55,2026-03-31,2025-03-28,118
35007,Colfax County,NM,434652,341500,27.28,2026-03-31,2025-03-28,33
35009,Curry County,NM,220159,199829,10.17,2026-03-31,2025-03-28,135
35013,Dona Ana County,NM,324690,332631,-2.39,2026-03-31,2025-03-28,459
35015,Eddy County,NM,328467,269704,21.79,2026-03-31,2025-03-28,115
35017,Grant County,NM,279921,222087,26.04,2026-03-31,2025-03-28,38
35025,Lea County,NM,258041,288255,-10.48,2026-03-31,2025-03-28,123
35027,Lincoln County,NM,362986,446102,-18.63,2026-03-31,2025-03-28,74
35028,Los Alamos County,NM,560702,526255,6.55,2026-03-31,2025-03-28,57
35035,Otero County,NM,275487,237040,16.22,2026-03-31,2025-03-28,156
35041,Roosevelt County,NM,182074,197532,-7.83,2026-03-31,2025-03-28,31
35045,San Juan County,NM,332768,287192,15.87,2026-03-31,2025-03-28,143
35049,Santa Fe County,NM,583223,586725,-0.6,2026-03-31,2025-03-28,448
35055,Taos County,NM,553519,503211,10.0,2026-03-31,2025-03-28,77
36001,Albany County,NY,320623,303958,5.48,2026-03-31,2025-03-28,522
36003,Allegany County,NY,153266,155786,-1.62,2026-03-31,2025-03-28,62
36005,Bronx County,NY,621502,578022,7.52,2026-03-31,2025-03-28,486
36007,Broome County,NY,188547,173595,8.61,2026-03-31,2025-03-28,331
36009,Cattaraugus County,NY,181797,175862,3.38,2026-03-31,2025-03-28,117
36011,Cayuga County,NY,224206,201661,11.18,2026-03-31,2025-03-28,107
36013,Chautauqua County,NY,147037,137668,6.81,2026-03-31,2025-03-28,239
36015,Chemung County,NY,157533,133528,17.98,2026-03-31,2025-03-28,169
36017,Chenango County,NY,153034,171625,-10.83,2026-03-31,2025-03-28,64
36019,Clinton County,NY,219239,231217,-5.18,2026-03-31,2025-03-28,92
36021,Columbia County,NY,488937,532248,-8.14,2026-03-31,2025-03-28,127
36023,Cortland County,NY,230929,175426,31.64,2026-03-31,2025-03-28,63
36025,Delaware County,NY,275229,269946,1.96,2026-03-31,2025-03-28,105
36027,Dutchess County,NY,478728,459301,4.23,2026-03-31,2025-03-28,536
36029,Erie County,NY,263157,247200,6.46,2026-03-31,2025-03-28,1547
36031,Essex County,NY,346742,298438,16.19,2026-03-31,2025-03-28,89
36033,Franklin County,NY,213231,126947,67.97,2026-03-31,2025-03-28,75
36035,Fulton County,NY,191945,173700,10.5,2026-03-31,2025-03-28,94
36037,Genesee County,NY,219463,193185,13.6,2026-03-31,2025-03-28,82
36039,Greene County,NY,369960,338696,9.23,2026-03-31,2025-03-28,113
36043,Herkimer County,NY,163347,155097,5.32,2026-03-31,2025-03-28,83
36045,Jefferson County,NY,218784,187253,16.84,2026-03-31,2025-03-28,194
36047,Kings County,NY,1046599,1029597,1.65,2026-03-31,2025-03-28,1520
36049,Lewis County,NY,196210,170941,14.78,2026-03-31,2025-03-28,33
36051,Livingston County,NY,227178,185163,22.69,2026-03-31,2025-03-28,73
36053,Madison County,NY,240535,227764,5.61,2026-03-31,2025-03-28,97
36055,Monroe County,NY,250529,227760,10.0,2026-03-31,2025-03-28,1150
36057,Montgomery County,NY,199255,192884,3.3,2026-03-31,2025-03-28,87
36059,Nassau County,NY,815425,776268,5.04,2026-03-31,2025-03-28,2083
36061,New York County,NY,1385885,1264259,9.62,2026-03-31,2025-03-28,2097
36063,Niagara County,NY,222544,207693,7.15,2026-03-31,2025-03-28,371
36065,Oneida County,NY,212447,198739,6.9,2026-03-31,2025-03-28,328
36067,Onondaga County,NY,255322,238576,7.02,2026-03-31,2025-03-28,771
36069,Ontario County,NY,282902,266433,6.18,2026-03-31,2025-03-28,173
36071,Orange County,NY,453923,433248,4.77,2026-03-31,2025-03-28,622
36073,Orleans County,NY,181400,162636,11.54,2026-03-31,2025-03-28,60
36075,Oswego County,NY,216312,183117,18.13,2026-03-31,2025-03-28,170
36077,Otsego County,NY,238181,191597,24.31,2026-03-31,2025-03-28,91
36079,Putnam County,NY,553528,517671,6.93,2026-03-31,2025-03-28,180
36081,Queens County,NY,760566,723813,5.08,2026-03-31,2025-03-28,2090
36083,Rensselaer County,NY,278247,275192,1.11,2026-03-31,2025-03-28,308
36085,Richmond County,NY,728885,716892,1.67,2026-03-31,2025-03-28,812
36087,Rockland County,NY,696393,701255,-0.69,2026-03-31,2025-03-28,501
36089,St. Lawrence County,NY,129312,118312,9.3,2026-03-31,2025-03-28,114
36091,Saratoga County,NY,476418,448559,6.21,2026-03-31,2025-03-28,457
36093,Schenectady County,NY,292145,269598,8.36,2026-03-31,2025-03-28,304
36095,Schoharie County,NY,250127,239367,4.5,2026-03-31,2025-03-28,62
36099,Seneca County,NY,220112,163768,34.41,2026-03-31,2025-03-28,49
36101,Steuben County,NY,161377,169771,-4.94,2026-03-31,2025-03-28,126
36103,Suffolk County,NY,666826,648705,2.79,2026-03-31,2025-03-28,2558
36105,Sullivan County,NY,348457,330374,5.47,2026-03-31,2025-03-28,184
36107,Tioga County,NY,220102,195505,12.58,2026-03-31,2025-03-28,62
36109,Tompkins County,NY,341425,340495,0.27,2026-03-31,2025-03-28,112
36111,Ulster County,NY,436466,409909,6.48,2026-03-31,2025-03-28,358
36113,Warren County,NY,306829,336477,-8.81,2026-03-31,2025-03-28,129
36115,Washington County,NY,244911,216812,12.96,2026-03-31,2025-03-28,90
36117,Wayne County,NY,235270,222128,5.92,2026-03-31,2025-03-28,139
36119,Westchester County,NY,745326,715304,4.2,2026-03-31,2025-03-28,1303
36121,Wyoming County,NY,214569,150562,42.51,2026-03-31,2025-03-28,58
36123,Yates County,NY,246731,261531,-5.66,2026-03-31,2025-03-28,39
37001,Alamance County,NC,333385,314694,5.94,2026-03-31,2025-03-28,423
37003,Alexander County,NC,355389,287966,23.41,2026-03-31,2025-03-28,51
37007,Anson County,NC,178743,188016,-4.93,2026-03-31,2025-03-28,36
37009,Ashe County,NC,407138,353155,15.29,2026-03-31,2025-03-28,65
37011,Avery County,NC,408358,456922,-10.63,2026-03-31,2025-03-28,81
37013,Beaufort County,NC,273788,275870,-0.75,2026-03-31,2025-03-28,99
37019,Brunswick County,NC,387061,365622,5.86,2026-03-31,2025-03-28,1317
37021,Buncombe County,NC,457650,475244,-3.7,2026-03-31,2025-03-28,672
37023,Burke County,NC,276705,270828,2.17,2026-03-31,2025-03-28,150
37025,Cabarrus County,NC,379400,368216,3.04,2026-03-31,2025-03-28,570
37027,Caldwell County,NC,305726,266564,14.69,2026-03-31,2025-03-28,175
37031,Carteret County,NC,552358,474497,16.41,2026-03-31,2025-03-28,262
37035,Catawba County,NC,324333,305638,6.12,2026-03-31,2025-03-28,476
37037,Chatham County,NC,659596,685181,-3.73,2026-03-31,2025-03-28,205
37039,Cherokee County,NC,331759,308000,7.71,2026-03-31,2025-03-28,108
37041,Chowan County,NC,303732,299595,1.38,2026-03-31,2025-03-28,38
37043,Clay County,NC,392026,364825,7.46,2026-03-31,2025-03-28,38
37045,Cleveland County,NC,265796,243702,9.07,2026-03-31,2025-03-28,201
37047,Columbus County,NC,252771,223412,13.14,2026-03-31,2025-03-28,58
37049,Craven County,NC,318127,312783,1.71,2026-03-31,2025-03-28,366
37051,Cumberland County,NC,250764,258141,-2.86,2026-03-31,2025-03-28,943
37053,Currituck County,NC,522592,498621,4.81,2026-03-31,2025-03-28,193
37055,Dare County,NC,599019,655019,-8.55,2026-03-31,2025-03-28,214
37057,Davidson County,NC,310827,294853,5.42,2026-03-31,2025-03-28,514
37059,Davie County,NC,365857,338062,8.22,2026-03-31,2025-03-28,122
37061,Duplin County,NC,306420,289125,5.98,2026-03-31,2025-03-28,61
37063,Durham County,NC,395346,421014,-6.1,2026-03-31,2025-03-28,887
37065,Edgecombe County,NC,174544,158753,9.95,2026-03-31,2025-03-28,68
37067,Forsyth County,NC,311574,294315,5.86,2026-03-31,2025-03-28,961
37069,Franklin County,NC,393181,405738,-3.09,2026-03-31,2025-03-28,281
37071,Gaston County,NC,314093,306473,2.49,2026-03-31,2025-03-28,755
37077,Granville County,NC,339005,340685,-0.49,2026-03-31,2025-03-28,106
37081,Guilford County,NC,302968,305034,-0.68,2026-03-31,2025-03-28,1109
37085,Harnett County,NC,328464,326000,0.76,2026-03-31,2025-03-28,740
37087,Haywood County,NC,375822,376908,-0.29,2026-03-31,2025-03-28,225
37089,Henderson County,NC,438343,438237,0.02,2026-03-31,2025-03-28,392
37093,Hoke County,NC,314510,310911,1.16,2026-03-31,2025-03-28,255
37097,Iredell County,NC,395286,393369,0.49,2026-03-31,2025-03-28,610
37099,Jackson County,NC,628688,523403,20.12,2026-03-31,2025-03-28,120
37101,Johnston County,NC,366876,352357,4.12,2026-03-31,2025-03-28,827
37105,Lee County,NC,314537,321349,-2.12,2026-03-31,2025-03-28,192
37107,Lenoir County,NC,226049,223591,1.1,2026-03-31,2025-03-28,82
37109,Lincoln County,NC,422629,410791,2.88,2026-03-31,2025-03-28,280
37111,McDowell County,NC,292464,310522,-5.82,2026-03-31,2025-03-28,84
37113,Macon County,NC,377557,343541,9.9,2026-03-31,2025-03-28,137
37115,Madison County,NC,376523,448382,-16.03,2026-03-31,2025-03-28,44
37119,Mecklenburg County,NC,442255,442082,0.04,2026-03-31,2025-03-28,3109
37123,Montgomery County,NC,202267,248095,-18.47,2026-03-31,2025-03-28,60
37125,Moore County,NC,456113,423900,7.6,2026-03-31,2025-03-28,422
37127,Nash County,NC,298375,278991,6.95,2026-03-31,2025-03-28,238
37129,New Hanover County,NC,449819,451153,-0.3,2026-03-31,2025-03-28,892
37133,Onslow County,NC,311022,294475,5.62,2026-03-31,2025-03-28,991
37135,Orange County,NC,496503,451246,10.03,2026-03-31,2025-03-28,252
37139,Pasquotank County,NC,295000,283082,4.21,2026-03-31,2025-03-28,142
37141,Pender County,NC,450621,485842,-7.25,2026-03-31,2025-03-28,311
37145,Person County,NC,337182,274882,22.66,2026-03-31,2025-03-28,61
37147,Pitt County,NC,274954,273870,0.4,2026-03-31,2025-03-28,461
37149,Polk County,NC,461008,435220,5.93,2026-03-31,2025-03-28,59
37151,Randolph County,NC,287514,280665,2.44,2026-03-31,2025-03-28,255
37153,Richmond County,NC,191069,180104,6.09,2026-03-31,2025-03-28,51
37155,Robeson County,NC,223594,238255,-6.15,2026-03-31,2025-03-28,96
37157,Rockingham County,NC,250633,242928,3.17,2026-03-31,2025-03-28,215
37159,Rowan County,NC,305973,276882,10.51,2026-03-31,2025-03-28,405
37161,Rutherford County,NC,281221,247398,13.67,2026-03-31,2025-03-28,129
37163,Sampson County,NC,266008,260676,2.05,2026-03-31,2025-03-28,59
37165,Scotland County,NC,186485,211830,-11.96,2026-03-31,2025-03-28,43
37167,Stanly County,NC,326932,307015,6.49,2026-03-31,2025-03-28,184
37169,Stokes County,NC,310571,325169,-4.49,2026-03-31,2025-03-28,87
37171,Surry County,NC,240842,234159,2.85,2026-03-31,2025-03-28,95
37175,Transylvania County,NC,532127,554029,-3.95,2026-03-31,2025-03-28,110
37179,Union County,NC,449676,456467,-1.49,2026-03-31,2025-03-28,778
37181,Vance County,NC,178716,199365,-10.36,2026-03-31,2025-03-28,43
37183,Wake County,NC,460385,466269,-1.26,2026-03-31,2025-03-28,3251
37189,Watauga County,NC,555810,532636,4.35,2026-03-31,2025-03-28,145
37191,Wayne County,NC,278006,265780,4.6,2026-03-31,2025-03-28,259
37193,Wilkes County,NC,248341,257824,-3.68,2026-03-31,2025-03-28,88
37195,Wilson County,NC,259201,252114,2.81,2026-03-31,2025-03-28,179
37197,Yadkin County,NC,269351,266731,0.98,2026-03-31,2025-03-28,57
37199,Yancey County,NC,387432,387743,-0.08,2026-03-31,2025-03-28,44
38015,Burleigh County,ND,368735,328860,12.13,2026-03-31,2025-03-28,191
38059,Morton County,ND,329038,293839,11.98,2026-03-31,2025-03-28,52
38089,Stark County,ND,346381,286165,21.04,2026-03-31,2025-03-28,68
38101,Ward County,ND,289050,249435,15.88,2026-03-31,2025-03-28,171
38105,Williams County,ND,350275,323756,8.19,2026-03-31,2025-03-28,68
39001,Adams County,OH,221875,221589,0.13,2026-03-31,2025-03-28,60
39003,Allen County,OH,193007,184484,4.62,2026-03-31,2025-03-28,213
39005,Ashland County,OH,243901,204681,19.16,2026-03-31,2025-03-28,114
39007,Ashtabula County,OH,158724,171668,-7.54,2026-03-31,2025-03-28,145
39009,Athens County,OH,216609,169700,27.64,2026-03-31,2025-03-28,78
39011,Auglaize County,OH,215800,203952,5.81,2026-03-31,2025-03-28,75
39013,Belmont County,OH,146449,144969,1.02,2026-03-31,2025-03-28,94
39015,Brown County,OH,258946,241854,7.07,2026-03-31,2025-03-28,83
39017,Butler County,OH,295705,271400,8.96,2026-03-31,2025-03-28,759
39019,Carroll County,OH,235861,188558,25.09,2026-03-31,2025-03-28,44
39021,Champaign County,OH,245056,225739,8.56,2026-03-31,2025-03-28,71
39023,Clark County,OH,219956,192872,14.04,2026-03-31,2025-03-28,347
39025,Clermont County,OH,318836,309793,2.92,2026-03-31,2025-03-28,483
39027,Clinton County,OH,249900,224358,11.38,2026-03-31,2025-03-28,93
39029,Columbiana County,OH,158909,153438,3.57,2026-03-31,2025-03-28,165
39031,Coshocton County,OH,179177,170223,5.26,2026-03-31,2025-03-28,58
39033,Crawford County,OH,155644,158383,-1.73,2026-03-31,2025-03-28,68
39035,Cuyahoga County,OH,205089,195246,5.04,2026-03-31,2025-03-28,2795
39037,Darke County,OH,187969,192631,-2.42,2026-03-31,2025-03-28,108
39039,Defiance County,OH,182798,167262,9.29,2026-03-31,2025-03-28,78
39041,Delaware County,OH,495987,503560,-1.5,2026-03-31,2025-03-28,605
39043,Erie County,OH,209671,220234,-4.8,2026-03-31,2025-03-28,158
39045,Fairfield County,OH,354613,319994,10.82,2026-03-31,2025-03-28,391
39047,Fayette County,OH,219636,189862,15.68,2026-03-31,2025-03-28,70
39049,Franklin County,OH,313178,300894,4.08,2026-03-31,2025-03-28,2970
39051,Fulton County,OH,210342,196832,6.86,2026-03-31,2025-03-28,71
39053,Gallia County,OH,234000,181826,28.69,2026-03-31,2025-03-28,35
39055,Geauga County,OH,371820,314146,18.36,2026-03-31,2025-03-28,150
39057,Greene County,OH,278718,283547,-1.7,2026-03-31,2025-03-28,412
39059,Guernsey County,OH,176222,157249,12.07,2026-03-31,2025-03-28,54
39061,Hamilton County,OH,273804,259779,5.4,2026-03-31,2025-03-28,1722
39063,Hancock County,OH,240979,236193,2.03,2026-03-31,2025-03-28,153
39065,Hardin County,OH,162951,142267,14.54,2026-03-31,2025-03-28,41
39069,Henry County,OH,197526,181050,9.1,2026-03-31,2025-03-28,57
39071,Highland County,OH,217513,188641,15.31,2026-03-31,2025-03-28,80
39073,Hocking County,OH,379753,301467,25.97,2026-03-31,2025-03-28,61
39077,Huron County,OH,190000,174127,9.12,2026-03-31,2025-03-28,84
39081,Jefferson County,OH,163020,123171,32.35,2026-03-31,2025-03-28,100
39083,Knox County,OH,277797,263345,5.49,2026-03-31,2025-03-28,118
39085,Lake County,OH,235024,222830,5.47,2026-03-31,2025-03-28,459
39087,Lawrence County,OH,175155,177387,-1.26,2026-03-31,2025-03-28,74
39089,Licking County,OH,321509,308836,4.1,2026-03-31,2025-03-28,406
39091,Logan County,OH,248879,243974,2.01,2026-03-31,2025-03-28,99
39093,Lorain County,OH,248025,248603,-0.23,2026-03-31,2025-03-28,641
39095,Lucas County,OH,166371,158014,5.29,2026-03-31,2025-03-28,991
39097,Madison County,OH,319162,285876,11.64,2026-03-31,2025-03-28,117
39099,Mahoning County,OH,176548,168937,4.51,2026-03-31,2025-03-28,468
39101,Marion County,OH,194301,160901,20.76,2026-03-31,2025-03-28,121
39103,Medina County,OH,332079,309823,7.18,2026-03-31,2025-03-28,381
39107,Mercer County,OH,228247,223470,2.14,2026-03-31,2025-03-28,49
39109,Miami County,OH,249158,237442,4.93,2026-03-31,2025-03-28,272
39113,Montgomery County,OH,211594,202195,4.65,2026-03-31,2025-03-28,1431
39117,Morrow County,OH,263593,324810,-18.85,2026-03-31,2025-03-28,57
39119,Muskingum County,OH,227500,214075,6.27,2026-03-31,2025-03-28,163
39123,Ottawa County,OH,270807,238283,13.65,2026-03-31,2025-03-28,88
39125,Paulding County,OH,157974,137554,14.85,2026-03-31,2025-03-28,39
39127,Perry County,OH,208325,242359,-14.04,2026-03-31,2025-03-28,40
39129,Pickaway County,OH,319225,340253,-6.18,2026-03-31,2025-03-28,160
39133,Portage County,OH,274796,241446,13.81,2026-03-31,2025-03-28,267
39135,Preble County,OH,225706,208195,8.41,2026-03-31,2025-03-28,68
39139,Richland County,OH,202954,188002,7.95,2026-03-31,2025-03-28,256
39141,Ross County,OH,211463,210858,0.29,2026-03-31,2025-03-28,136
39143,Sandusky County,OH,187792,178823,5.02,2026-03-31,2025-03-28,79
39147,Seneca County,OH,176727,147357,19.93,2026-03-31,2025-03-28,66
39149,Shelby County,OH,203820,190962,6.73,2026-03-31,2025-03-28,75
39151,Stark County,OH,218854,215067,1.76,2026-03-31,2025-03-28,821
39153,Summit County,OH,207612,192085,8.08,2026-03-31,2025-03-28,1223
39155,Trumbull County,OH,171095,168364,1.62,2026-03-31,2025-03-28,379
39157,Tuscarawas County,OH,215972,197973,9.09,2026-03-31,2025-03-28,163
39159,Union County,OH,481249,458671,4.92,2026-03-31,2025-03-28,198
39161,Van Wert County,OH,177191,162519,9.03,2026-03-31,2025-03-28,55
39165,Warren County,OH,373577,386645,-3.38,2026-03-31,2025-03-28,614
39167,Washington County,OH,215488,199334,8.1,2026-03-31,2025-03-28,82
39169,Wayne County,OH,241257,229402,5.17,2026-03-31,2025-03-28,171
39171,Williams County,OH,175257,183329,-4.4,2026-03-31,2025-03-28,65
39173,Wood County,OH,279171,273382,2.12,2026-03-31,2025-03-28,260
40009,Beckham County,OK,173551,133600,29.9,2026-03-31,2025-03-28,49
40013,Bryan County,OK,234587,253484,-7.45,2026-03-31,2025-03-28,83
40017,Canadian County,OK,274919,275954,-0.38,2026-03-31,2025-03-28,838
40019,Carter County,OK,188957,187029,1.03,2026-03-31,2025-03-28,115
40021,Cherokee County,OK,224944,198117,13.54,2026-03-31,2025-03-28,75
40027,Cleveland County,OK,260774,258923,0.71,2026-03-31,2025-03-28,877
40031,Comanche County,OK,198237,176430,12.36,2026-03-31,2025-03-28,318
40037,Creek County,OK,218239,220396,-0.98,2026-03-31,2025-03-28,172
40039,Custer County,OK,235617,227712,3.47,2026-03-31,2025-03-28,60
40041,Delaware County,OK,308855,274098,12.68,2026-03-31,2025-03-28,55
40047,Garfield County,OK,166434,144104,15.5,2026-03-31,2025-03-28,166
40051,Grady County,OK,285376,245871,16.07,2026-03-31,2025-03-28,201
40065,Jackson County,OK,202891,203357,-0.23,2026-03-31,2025-03-28,64
40071,Kay County,OK,124058,138047,-10.13,2026-03-31,2025-03-28,120
40079,Le Flore County,OK,198211,186274,6.41,2026-03-31,2025-03-28,76
40081,Lincoln County,OK,191215,170329,12.26,2026-03-31,2025-03-28,79
40083,Logan County,OK,329498,306108,7.64,2026-03-31,2025-03-28,224
40087,McClain County,OK,288212,273350,5.44,2026-03-31,2025-03-28,173
40089,McCurtain County,OK,599250,534588,12.1,2026-03-31,2025-03-28,76
40091,McIntosh County,OK,237750,287439,-17.29,2026-03-31,2025-03-28,36
40097,Mayes County,OK,218176,224053,-2.62,2026-03-31,2025-03-28,68
40101,Muskogee County,OK,195994,175166,11.89,2026-03-31,2025-03-28,105
40109,Oklahoma County,OK,255931,251190,1.89,2026-03-31,2025-03-28,2238
40111,Okmulgee County,OK,161819,145228,11.42,2026-03-31,2025-03-28,72
40113,Osage County,OK,242752,232685,4.33,2026-03-31,2025-03-28,109
40119,Payne County,OK,251275,229509,9.48,2026-03-31,2025-03-28,211
40121,Pittsburg County,OK,216757,169600,27.8,2026-03-31,2025-03-28,76
40123,Pontotoc County,OK,196085,187158,4.77,2026-03-31,2025-03-28,102
40125,Pottawatomie County,OK,211937,220775,-4.0,2026-03-31,2025-03-28,227
40131,Rogers County,OK,293493,269818,8.77,2026-03-31,2025-03-28,288
40133,Seminole County,OK,190917,204784,-6.77,2026-03-31,2025-03-28,36
40135,Sequoyah County,OK,209171,170457,22.71,2026-03-31,2025-03-28,70
40137,Stephens County,OK,148638,135629,9.59,2026-03-31,2025-03-28,98
40143,Tulsa County,OK,275233,267775,2.79,2026-03-31,2025-03-28,1906
40145,Wagoner County,OK,274592,281988,-2.62,2026-03-31,2025-03-28,362
40147,Washington County,OK,193052,196552,-1.78,2026-03-31,2025-03-28,165
41001,Baker County,OR,290595,280968,3.43,2026-03-31,2025-03-28,42
41003,Benton County,OR,564931,546763,3.32,2026-03-31,2025-03-28,130
41005,Clackamas County,OR,614688,619609,-0.79,2026-03-31,2025-03-28,1006
41007,Clatsop County,OR,516172,529208,-2.46,2026-03-31,2025-03-28,109
41009,Columbia County,OR,467297,453898,2.95,2026-03-31,2025-03-28,93
41011,Coos County,OR,355085,349101,1.71,2026-03-31,2025-03-28,158
41013,Crook County,OR,469399,414491,13.25,2026-03-31,2025-03-28,77
41015,Curry County,OR,513759,614427,-16.38,2026-03-31,2025-03-28,56
41017,Deschutes County,OR,651730,669809,-2.7,2026-03-31,2025-03-28,805
41019,Douglas County,OR,355335,341144,4.16,2026-03-31,2025-03-28,211
41029,Jackson County,OR,435735,428136,1.77,2026-03-31,2025-03-28,552
41031,Jefferson County,OR,383062,394134,-2.81,2026-03-31,2025-03-28,53
41033,Josephine County,OR,392804,408709,-3.89,2026-03-31,2025-03-28,199
41035,Klamath County,OR,298879,325460,-8.17,2026-03-31,2025-03-28,174
41039,Lane County,OR,449378,453415,-0.89,2026-03-31,2025-03-28,733
41041,Lincoln County,OR,525336,547024,-3.96,2026-03-31,2025-03-28,149
41043,Linn County,OR,403259,402855,0.1,2026-03-31,2025-03-28,272
41045,Malheur County,OR,298077,278092,7.19,2026-03-31,2025-03-28,52
41047,Marion County,OR,451823,446490,1.19,2026-03-31,2025-03-28,679
41051,Multnomah County,OR,494990,494474,0.1,2026-03-31,2025-03-28,1795
41053,Polk County,OR,450159,479180,-6.06,2026-03-31,2025-03-28,157
41057,Tillamook County,OR,531729,515284,3.19,2026-03-31,2025-03-28,107
41059,Umatilla County,OR,329880,306318,7.69,2026-03-31,2025-03-28,158
41061,Union County,OR,309489,316088,-2.09,2026-03-31,2025-03-28,45
41065,Wasco County,OR,400488,392047,2.15,2026-03-31,2025-03-28,46
41067,Washington County,OR,558683,580400,-3.74,2026-03-31,2025-03-28,1375
41071,Yamhill County,OR,473442,471715,0.37,2026-03-31,2025-03-28,206
42001,Adams County,PA,312985,318263,-1.66,2026-03-31,2025-03-28,241
42003,Allegheny County,PA,246864,240973,2.44,2026-03-31,2025-03-28,2378
42005,Armstrong County,PA,140516,130245,7.89,2026-03-31,2025-03-28,73
42007,Beaver County,PA,202991,199978,1.51,2026-03-31,2025-03-28,328
42009,Bedford County,PA,179765,192845,-6.78,2026-03-31,2025-03-28,49
42011,Berks County,PA,286781,270516,6.01,2026-03-31,2025-03-28,834
42013,Blair County,PA,170015,142817,19.04,2026-03-31,2025-03-28,223
42015,Bradford County,PA,171367,187674,-8.69,2026-03-31,2025-03-28,65
42017,Bucks County,PA,494006,471068,4.87,2026-03-31,2025-03-28,1084
42019,Butler County,PA,337807,350012,-3.49,2026-03-31,2025-03-28,366
42021,Cambria County,PA,93944,97097,-3.25,2026-03-31,2025-03-28,177
42025,Carbon County,PA,281326,260841,7.85,2026-03-31,2025-03-28,208
42027,Centre County,PA,374489,363389,3.05,2026-03-31,2025-03-28,244
42029,Chester County,PA,534712,511776,4.48,2026-03-31,2025-03-28,1024
42031,Clarion County,PA,190503,110135,72.97,2026-03-31,2025-03-28,35
42033,Clearfield County,PA,169837,135833,25.03,2026-03-31,2025-03-28,43
42035,Clinton County,PA,184729,186205,-0.79,2026-03-31,2025-03-28,55
42037,Columbia County,PA,241953,213393,13.38,2026-03-31,2025-03-28,107
42039,Crawford County,PA,163786,154908,5.73,2026-03-31,2025-03-28,96
42041,Cumberland County,PA,314191,324603,-3.21,2026-03-31,2025-03-28,560
42043,Dauphin County,PA,260311,245581,6.0,2026-03-31,2025-03-28,627
42045,Delaware County,PA,338506,321462,5.3,2026-03-31,2025-03-28,1034
42049,Erie County,PA,188399,167968,12.16,2026-03-31,2025-03-28,409
42051,Fayette County,PA,165962,146398,13.36,2026-03-31,2025-03-28,158
42055,Franklin County,PA,280217,280165,0.02,2026-03-31,2025-03-28,368
42063,Indiana County,PA,158730,145086,9.4,2026-03-31,2025-03-28,89
42069,Lackawanna County,PA,240085,219156,9.55,2026-03-31,2025-03-28,388
42071,Lancaster County,PA,339997,332477,2.26,2026-03-31,2025-03-28,990
42073,Lawrence County,PA,167594,133691,25.36,2026-03-31,2025-03-28,157
42075,Lebanon County,PA,301885,283909,6.33,2026-03-31,2025-03-28,304
42077,Lehigh County,PA,336921,324498,3.83,2026-03-31,2025-03-28,658
42079,Luzerne County,PA,221331,197150,12.27,2026-03-31,2025-03-28,596
